"~id","~labels","name"
"96","Author","Wang, Xiaohu"
"97","Author","Bi, Zhichao"
"98","Author","Tian, Yonghong"
"99","Author","Hua, Zhongyun"
"100","Author","Zhang, Yushu"
"101","Author","Liu, Fang"
"102","Author","Yang, Yingzhong"
"103","Author","Feng, Jim"
"104","Author","Liu, Jian"
"105","Author","Din, Ikram Ud"
"106","Author","Shah, Munam Ali"
"107","Author","Rawat, Danda B."
"108","Author","Uqaili, Muhammad Aslam"
"109","Author","Fang, Baofu"
"110","Author","Guo, Xiaoping"
"111","Author","Chopade, Pravin Balaso"
"112","Author","Ghate, Pravin Marotrao"
"113","Author","Li, Tianxing"
"114","Author","Zhang, Xiao"
"115","Author","Bai, Yu"
"116","Author","Sun, Yunchuan"
"117","Author","Narayana, Ch. Lakshmi"
"118","Author","Singh, Rajesh"
"119","Author","Chen, Siguang"
"120","Author","Wang, Kun"
"121","Author","Abdolee, Reza"
"122","Author","Tazekand, Behzad Mozaffari"
"123","Author","Firouzi, Farshad"
"124","Author","Loh, Po-Shen"
"125","Author","Tang, Xiaolan"
"126","Author","Yang, Laurence T."
"127","Author","Li, Jie"
"128","Author","Wu, Chentao"
"129","Author","Santhosh Kumar, Sripathi Venkata Naga"
"130","Author","Shanmugapriya, Rathinam"
"131","Author","Koo, Chulmo"
"132","Author","Xiang, Zheng"
"133","Author","Han, Weili"
"134","Author","Wang, Junyu"
"135","Author","Tan, Hailun"
"136","Author","Tsudik, Gene"
"137","Author","Cai, Yunlong"
"138","Author","Qin, Zhijin"
"139","Author","Qi, Yong"
"140","Author","Wei, Wei"
"141","Author","Letaief, Khaled Ben"
"142","Author","Xiong, Ke"
"143","Author","Feng, Yue"
"144","Author","Huang, Weiqing"
"145","Author","Ku, Meng-Lin"
"146","Author","Wang, Li-Chun"
"147","Author","Liu, Lei"
"148","Author","Zhang, Ning"
"149","Author","Sulthan Alikhan, J."
"150","Author","Elango, P."
"151","Author","Nandhini, P.S."
"152","Author","Chen, Xiangcong"
"153","Author","Kadry, Seifedine Nimer"
"154","Author","Liang, Huaguo"
"155","Author","Yao, Liang"
"156","Author","Li, Ni"
"157","Author","Peng, Yang"
"158","Author","Lombardo, Seamus"
"159","Author","Sedighi Maman, Zahra"
"160","Author","Jaglan, Vivek"
"161","Author","Jangra, Monika"
"162","Author","Deng, Peixi"
"163","Author","Fan, Yifan"
"164","Author","Jin, Renchao"
"165","Author","Liu, Wei"
"166","Author","Gong, Ping"
"167","Author","Zhu, Weifu"
"168","Author","Ning, Zhenhu"
"169","Author","Wu, Tongjuan"
"170","Author","Hawthorne, Nico"
"171","Author","Keefe, Matthew G."
"172","Author","Chandrasekaran, K."
"173","Author","Divakarala, Usha"
"174","Author","Sarma, Sanjay E."
"175","Author","Zhao, Jinhua"
"176","Author","Liu, Mingqing"
"177","Author","Xu, Mengyuan"
"178","Author","Liu, Xin"
"179","Author","Lu, Weidang"
"180","Author","Li, X.J."
"181","Author","Nie, H."
"182","Author","Liu, Wenfen"
"183","Author","Zhang, Yudi"
"184","Author","Ahmed, Syed Hassan"
"185","Author","Jiang, Dazhi"
"186","Author","Ganapathy, Sannasi"
"187","Author","Selvi, M."
"188","Author","Sun, Ping"
"189","Author","Yin, Zegao"
"190","Author","Chen, Jin"
"191","Author","Jiao, Yutao"
"192","Author","Li, Yuanfa"
"193","Author","Lin, Jerry Chun-Wei"
"194","Author","Dong, Ke"
"195","Author","Hu, Yixiang"
"196","Author","Pedersen, Gert Frølund"
"197","Author","Xu, Yuqing"
"198","Author","Kalyonova, Olga"
"199","Author","Perl, Ivan"
"200","Author","Dhatterwal, Jagjit Singh"
"201","Author","Stephan, Thompson"
"202","Author","Liu, Shigang"
"203","Author","Zhang, Jun"
"204","Author","Liang, Yibin"
"205","Author","Lombardi, Jack"
"206","Author","Kobielnik, Martyna"
"207","Author","Mukherjee, Priya"
"208","Author","Chen, Chien-Ming"
"209","Author","Chen, Yeh-Cheng"
"210","Author","Aaron Gulliver, T."
"211","Author","Wang, Han"
"212","Author","Limkar, Suresh"
"213","Author","Mutlu, Rahim"
"214","Author","Babu, Thanikanti Sudhakar"
"215","Author","Ocheme, Simon"
"216","Author","Choudhury, Subhrabrata"
"217","Author","Dutta, Animesh"
"218","Author","Jayakumar, L."
"219","Author","Kazbekova, Gulnur"
"220","Author","Perera, Charith"
"221","Author","Shyamsundar, R.K."
"222","Author","Deng, Jianhua"
"223","Author","Mai, Songyan"
"224","Author","Xu, Sicong"
"225","Author","Zhu, Yujun"
"226","Author","He, Shiwen"
"227","Author","Zhu, Jianyue"
"228","Author","Chatterjee, Soumyajit"
"229","Author","Nandi, Sukumar"
"230","Author","Ma, Maode"
"231","Author","Xing, Guanglin"
"232","Author","Bai, Lin"
"233","Author","Chen, Qun"
"234","Author","Al-Khasawneh, Mahmoud Ahmad"
"235","Author","Kumar, Vinod"
"236","Author","Fang, Chongrong"
"237","Author","Wu, Xiaoming"
"238","Author","Satpute, Sandip"
"239","Author","Sorte, Pranav"
"240","Author","He, Danping"
"241","Author","Matolak, David W."
"242","Author","Gupta, Deepak"
"243","Author","Rahman, Haji"
"244","Author","Wen, Fengtong"
"245","Author","Zhang, Xin"
"246","Author","Parto, Mahmoud"
"247","Author","Zhou, Yuanlai"
"248","Author","He, Jinding"
"249","Author","Zhang, Rongkui"
"250","Author","Lunttila, Timo"
"251","Author","Tao, Tao"
"252","Author","Adhikary, Avik Ranjan"
"253","Author","Yang, Yang"
"254","Author","Nayak, Nancy"
"255","Author","Raj, Vishnu"
"256","Author","Gu, Mianxue"
"257","Author","Hong, Haibo"
"258","Author","Cui, Guanghai"
"259","Author","Li, Mingchu"
"260","Author","Regani, Deepika Sai"
"261","Author","Zhang, Feng"
"262","Author","Kumar, Prabhat"
"263","Author","Najmul Islam, A.K.M."
"264","Author","Liu, Honghai"
"265","Author","Xu, Shuang"
"266","Author","Fathy, Yasmin"
"267","Author","Wang, Chonggang"
"268","Author","Gong, Yunping"
"269","Author","Li, Chaoqun"
"270","Author","Wu, Sihan"
"271","Author","Zhang, Xue"
"272","Author","Jewsakul, Sukanya"
"273","Author","Luk, Man-Ho"
"274","Author","Leng, Yajing"
"275","Author","Ma, Bowen"
"276","Author","Bashir, A.K."
"277","Author","Kumar, V. D. Ambeth"
"278","Author","Sanwar Hosen, A.S.M."
"279","Author","Sharma, Pradip Kumar"
"280","Author","Rathod, Nihesh"
"281","Author","Subramanian, Renu"
"282","Author","Pandey, Bishwajeet"
"283","Author","Singh, Deepa"
"284","Author","He, Chen"
"285","Author","Ma, Shaodan"
"286","Author","Dou, Bennian"
"287","Author","Xu, Chengzhi"
"288","Author","Chen, Junliang"
"289","Author","Cheng, Bo"
"290","Author","Liu, Jiali"
"291","Author","Song, Yu"
"292","Author","Chen, Shengyong"
"293","Author","Shi, Fan"
"294","Author","Da, Qingan"
"295","Author","Zhang, Guoyin"
"296","Author","Li, Bolun"
"297","Author","Song, Houbing"
"298","Author","Xin, Ruyue"
"299","Author","Zhao, Jiale"
"300","Author","Moran, Kevin"
"301","Author","Wallace, Kyle"
"302","Author","Alhussein, Musaed"
"303","Author","Anwar, Muhammad Shahid"
"304","Author","Keally, Matthew"
"305","Author","Thompson, Robert"
"306","Author","Wang, Peng"
"307","Author","Xu, Liyuan"
"308","Author","Deepak, B."
"309","Author","Gao, Xiao-Zhi"
"310","Author","Niu, Xiaxia"
"311","Author","Zhao, Shengli"
"312","Author","Zhang, Songnian"
"313","Author","Zhao, Yi"
"314","Author","Latif, Sohaib"
"315","Author","Núñez, Rafaél Artidoro Sandoval"
"316","Author","Liu, Yang-Yang"
"317","Author","Zhang, Ying"
"318","Author","Liu, Lina"
"319","Author","Wornell, Gregory W."
"320","Author","Chen, Bo"
"321","Author","Liu, Liang"
"322","Author","Qi, Xin"
"323","Author","Su, Yuwei"
"324","Author","Jia, Yanchao"
"325","Author","Liu, Feng"
"326","Author","Ni, Kejie"
"327","Author","Shi, Jiajun"
"328","Author","Hadian, Mohammad"
"329","Author","Liang, Xiaohui"
"330","Author","Wang, Zhongfeng"
"331","Author","Zeng, Peng"
"332","Author","Gui, Guan"
"333","Author","Liu, Ren Ping"
"334","Author","Chen, Yinong"
"335","Author","Yang, Qi"
"336","Author","Liu, Kang"
"337","Author","Zheng, Zibin"
"338","Author","Nie, Laisen"
"339","Author","Zhang, Ruonan"
"340","Author","Panda, Sanjaya Kumar"
"341","Author","Sahoo, Kshira Sagar"
"342","Author","Hang, Yanwen"
"343","Author","Zhang, Peng"
"344","Author","Mathur, Phalguni"
"345","Author","Raman, Sujith"
"346","Author","Ganchev, Ivan"
"347","Author","Ji, Zhanlin"
"348","Author","Du, Qing"
"349","Author","Zhang, Yaling"
"350","Author","Hou, Changbo"
"351","Author","Liu, Min"
"352","Author","Wang, Jianjia"
"353","Author","Moustafa, Nour"
"354","Author","Tari, Zahir"
"355","Author","Zhao, QingLin"
"356","Author","Zhou, MengChu"
"357","Author","Ling, Zhen"
"358","Author","Wu, Kui"
"359","Author","Baskar, S."
"360","Author","Nam, Yunyoung"
"361","Author","Lv, Zhihan"
"362","Author","Skonieczny, Lukasz"
"363","Author","Liu, Weijiang"
"364","Author","Lyu, Haoze"
"365","Author","Chen, Yawen"
"366","Author","Huang, Guixun"
"367","Author","Lee, Yu-Qi"
"368","Author","Zheng, Weimin"
"369","Author","Cui, Jianqun"
"370","Author","Zhao, Zhuo"
"371","Author","Liao, Xueting"
"372","Author","Peng, Chengzong"
"373","Author","Ding, Jian"
"374","Author","Su, Jingrui"
"375","Author","Mois, George Dan"
"376","Author","Zeadally, Sherali"
"377","Author","Pustokhin, Denis A."
"378","Author","Uthayan, K.R."
"379","Author","Shen, Yajing"
"380","Author","Zhang, Haotian"
"381","Author","Shreyas, J."
"382","Author","Srinidhi, N.N."
"383","Author","Li, Juan"
"384","Author","Zhou, Xingyu"
"385","Author","Luo, Xiangyang"
"386","Author","Wang, Xianmin"
"387","Author","Appasani, Bhargav"
"388","Author","Bizon, Nicu"
"389","Author","Huang, Junjie"
"390","Author","Jiao, Wenli"
"391","Author","Gao, Mingliang"
"392","Author","Kim, Kyu Hyung"
"393","Author","Marculescu, Radu"
"394","Author","Sa Silva, Jorge"
"395","Author","Que, Wenhui"
"396","Author","Zhang, Wenbo"
"397","Author","Aravind, Palavarapu"
"398","Author","Sudhakaran, Pradeep"
"399","Author","Patil, Dipti Durgesh"
"400","Author","Patil, Lalit V."
"401","Author","Jayabalan, Muruganandam"
"402","Author","Singh, Deepak Singh Mahendar"
"403","Author","Hitimana, Eric"
"404","Author","Mukasine, Angelique"
"405","Author","Ding, Xufei"
"406","Author","Cao, Xiaoming"
"407","Author","Lin, Wenmin"
"408","Author","Joshi, Amit M."
"409","Author","Mohanty, Saraju P."
"410","Author","He, Debiao"
"411","Author","Zhou, Xiaotong"
"412","Author","Alam, Maksud"
"413","Author","Singh, Himanshu"
"414","Author","Huang, Tiansheng"
"415","Author","Li, Rui"
"416","Author","Chithaluru, Premkumar"
"417","Author","Kumar, Sunil"
"418","Author","Lyakhov, Andrey"
"419","Author","Yusupov, Ruslan"
"420","Author","Li, Yinhao"
"421","Author","Puthal, Deepak"
"422","Author","Gu, Xuemai"
"423","Author","Jia, Min"
"424","Author","Liu, Xin-Lei"
"425","Author","Wang, Hong-Liang"
"426","Author","Zhang, Jing"
"427","Author","Zou, Hongfu"
"428","Author","Chen, Jiahui"
"429","Author","Ianni, Michele"
"430","Author","Chen, Zhigang"
"431","Author","Guo, Lin"
"432","Author","Guo, Xiuzhen"
"433","Author","He, Yuan"
"434","Author","Wang, Cong"
"435","Author","Won, Dongho"
"436","Author","Hoang, Tiep M."
"437","Author","Xu, Chao"
"438","Author","Hassidim, Avinatan"
"439","Author","Ziv, Alon"
"440","Author","Abdufattokhov, Shokhjakhon"
"441","Author","Baker El-Ebiary, Yousef A."
"442","Author","Saracco, Roberto"
"443","Author","Talebpour, Alireza"
"444","Author","Khan, Irshad"
"445","Author","Kim, Seonhyeong"
"446","Author","Krismadinata, Krismadinata"
"447","Author","Yuhendri, Muldi"
"448","Author","Kumar, R. Lakshmana"
"449","Author","Meenakshisundaram, Iyapparaja"
"450","Author","Bagavathiannan, Muthukumar"
"451","Author","Braga-Neto, Ulisses"
"452","Author","Dongyan, Hu"
"453","Author","Jhanjhi, N.Z."
"454","Author","Ren, Dongdong"
"455","Author","Zhou, Zhangbing"
"456","Author","Dulhare, Uma N."
"457","Author","Srinivas, C."
"458","Author","Belge, Archana"
"459","Author","Gupta, Shiwani"
"460","Author","Niu, Xudong"
"461","Author","Zhou, Jun"
"462","Author","Chang, Victor"
"463","Author","Chiroma, Haruna"
"464","Author","Li, Shaoxi"
"465","Author","Liu, Yisai"
"466","Author","Chen, Yue"
"467","Author","Hou, Tianwei"
"468","Author","Barnawi, Abdulwasa Bakr"
"469","Author","Khan, T.M. Yunus"
"470","Author","Ai, Bo"
"471","Author","Wang, Longhe"
"472","Author","Qu, Youyang"
"473","Author","Xu, Chenhao"
"474","Author","Duan, Weiguo"
"475","Author","Zhao, Ming"
"476","Author","Liu, Jiayan"
"477","Author","Zhou, Hongxi"
"478","Author","Latha, S. Bhargavi"
"479","Author","Reddy, B. Rama Krishna"
"480","Author","Lai, Chin-Feng"
"481","Author","Lu, Junqing"
"482","Author","Chen, Bingcai"
"483","Author","Ren, Zhongru"
"484","Author","Kumar, Gowru Bharath"
"485","Author","Priyadarsini, Ch. Indira"
"486","Author","Jin, Hangchao"
"487","Author","Lee, Boon-Giin"
"488","Author","Kang, Kai"
"489","Author","Pei, Xuming"
"490","Author","Pillai, Padmanabhan"
"491","Author","Simoens, Pieter"
"492","Author","Anusuya, V."
"493","Author","Bejoy, B.J."
"494","Author","Shen, Xuemin"
"495","Author","Zhou, He"
"496","Author","Zhang, Wenqiong"
"497","Author","Li, Jiaqi"
"498","Author","Zhang, Honggang"
"499","Author","Kinget, Peter"
"500","Author","Kymissis, Ioannis"
"501","Author","Kumar, Randhir"
"502","Author","Tripathi, Rakesh"
"503","Author","Li, Jin"
"504","Author","Patil, Akash Suresh"
"505","Author","Shen, Danyao"
"506","Author","Zhang, Zhanpeng"
"507","Author","Bhat, K. Vivekananda"
"508","Author","Das, Ashok Kumar"
"509","Author","Khan, Muhammad Khurram"
"510","Author","Mahmood, Khalid"
"511","Author","Jangir, Sunil Kumar"
"512","Author","Ding, Yan"
"513","Author","Gong, Li"
"514","Author","Li, Yanying"
"515","Author","Wu, Junnan"
"516","Author","Chen, Shaochun"
"517","Author","Zhang, Zhijun"
"518","Author","Donta, Praveen Kumar"
"519","Author","Varghese, Blesson"
"520","Author","Bai, Bo"
"521","Author","Yang, Yanping"
"522","Author","Wang, Shengling"
"523","Author","Xu, Enliang"
"524","Author","Jiang, Liquan"
"525","Author","Qin, Zhiguang"
"526","Author","Wang, Yuexian"
"527","Author","Yan, Hangqi"
"528","Author","Konstantin, Kostromitin"
"529","Author","Zhang, Yongxin"
"530","Author","Amsaad, Fathi"
"531","Author","Razaque, Abdul"
"532","Author","Cheelu, Dhanaraj"
"533","Author","Chen, Chi-Yuan"
"534","Author","Iwendi, Celestine"
"535","Author","Maddikunta, Praveen Kumar Reddy"
"536","Author","Li, Jichun"
"537","Author","Phillips, Chris"
"538","Author","Trung, Kiet Tran"
"539","Author","Turabieh, Hamza"
"540","Author","Bhagyashri, S."
"541","Author","Mani, Devi"
"542","Author","Abouhawwash, Mohamed"
"543","Author","Chen, Xianfu"
"544","Author","Wu, Shaohua"
"545","Author","Ding, Huaibao"
"546","Author","Ding, Xiaomei"
"547","Author","He, Jingsha"
"548","Author","Zhai, Peng"
"549","Author","Haque, Rakib Ul"
"550","Author","Hasan, A. S. M. Touhidul"
"551","Author","Lv, Xiaowen"
"552","Author","Wang, Zhangquan"
"553","Author","Ning, Zhaolong"
"554","Author","Wang, Guoyin"
"555","Author","Agilandeeswari, L."
"556","Author","Prabukumar, M."
"557","Author","Buyya, Rajkumar"
"558","Author","Sotiriadis, Stelios"
"559","Author","Li, Jiafeng"
"560","Author","Liu, Xiaoyu"
"561","Author","Qin, Xiaoqi"
"562","Author","Zhao, Xinlong"
"563","Author","Yuan, Zongyang"
"564","Author","Zhang, Qianzhen"
"565","Author","Li, Yin"
"566","Author","Chen, Yang"
"567","Author","Peng, Mingyang"
"568","Author","Li, Xiang-Yang"
"569","Author","Mao, Xufei"
"570","Author","Lam, Kwok-Yan"
"571","Author","Li, Qianwen"
"572","Author","Anwar, Adnan"
"573","Author","Islam, Md. Jahidul"
"574","Author","Haipeng, Yao"
"575","Author","Huanyu, Ye"
"576","Author","Chen, Min"
"577","Author","Fortino, Giancarlo"
"578","Author","Choi, Jinchun"
"579","Author","Wang, An"
"580","Author","Homayoun, Houman"
"581","Author","Rafatirad, Setareh"
"582","Author","Jothi, S."
"583","Author","Thresa Jeniffer, J."
"584","Author","Hu, Kai"
"585","Author","Li, Yan-Bin"
"586","Author","Pugalenthi, Ramamurthy"
"587","Author","Suresh, K."
"588","Author","Raj, Sundeep"
"589","Author","Sharma, Abhay Kumar"
"590","Author","Abidi, Mustufa Haider"
"591","Author","Liu, Bilan"
"592","Author","Mei, Jing"
"593","Author","Lyu, Yongqiang"
"594","Author","Yan, Fanxi"
"595","Author","Khan, Fazlullah"
"596","Author","Rahman, Md Arafatur"
"597","Author","Li, You"
"598","Author","Pei, Ling"
"599","Author","Chen, Chung-Hao"
"600","Author","Harahsheh, Khawlah"
"601","Author","Alouane, M. Turki-Hadj"
"602","Author","Khan, Arfat Ahmad"
"603","Author","Huang, Li"
"604","Author","Yuan, Aihua"
"605","Author","Liang, Qiaochu"
"606","Author","Zhang, Lifeng"
"607","Author","Jianjun, Liu"
"608","Author","Shafik, Wasswa"
"609","Author","Fan, Chunxiao"
"610","Author","Wu, Yuexin"
"611","Author","Li, Jianqiang"
"612","Author","Qiu, Chao"
"613","Author","Hu, Shushan"
"614","Author","O'Donnell, James"
"615","Author","Bisogni, Carmen"
"616","Author","Yu, Wangyang"
"617","Author","Akila, D."
"618","Author","Humayun, Mamoona"
"619","Author","Hui, Pan"
"620","Author","Ou, Zhonghong"
"621","Author","Park, KiSung"
"622","Author","Park, Youngho"
"623","Author","Xie, Yi"
"624","Author","Zhu, Shufan"
"625","Author","Brar, Gursewak"
"626","Author","Rani, Shalli"
"627","Author","Guo, Song"
"628","Author","Li, Zhetao"
"629","Author","Braun, Torsten"
"630","Author","Zhao, Zhongliang"
"631","Author","Du, Peilun"
"632","Author","Zheng, Xiaolong"
"633","Author","Jiang, Guodong"
"634","Author","Wei, Xinchen"
"635","Author","Gao, Weiwei"
"636","Author","Yang, Wei"
"637","Author","Gupta, Shivam"
"638","Author","Singh, Aman"
"639","Author","Gupta, Brij B."
"640","Author","Liu, Zheli"
"641","Author","Bouloukakis, Georgios"
"642","Author","Georgantas, Nikolaos"
"643","Author","Oliver, S. Gladson"
"644","Author","Purusothaman, T."
"645","Author","Cui, Yuan"
"646","Author","Virrokni, Michel X."
"647","Author","Fangmin, Xu"
"648","Author","Jiao, Pengfei"
"649","Author","Qu, Guanjin"
"650","Author","Bahk, Saewoong"
"651","Author","Ock, Jinwoo"
"652","Author","Ficco, Massimo"
"653","Author","Shandilya, Shishir Kumar"
"654","Author","Jia, Hongbiao"
"655","Author","Sun, Songlin"
"656","Author","Bahr, Ryan"
"657","Author","Hester, Jimmy G."
"658","Author","Chen, Xuhang"
"659","Author","Yang, Lijing"
"660","Author","Anuradha, M."
"661","Author","Jayasankar, T."
"662","Author","Cong, Peiyong"
"663","Author","Li, Haibo"
"664","Author","Li, Jian"
"665","Author","Zhou, Yuedan"
"666","Author","Gupta, Sumeet Kumar"
"667","Author","Liu, Yongpan"
"668","Author","HariKrishnan, S."
"669","Author","Rajesh, G."
"670","Author","Alghazo, Jaafar M."
"671","Author","Kalyanasundaram, V."
"672","Author","Long, Saiqin"
"673","Author","Teng, Haojun"
"674","Author","Lin, Raymond"
"675","Author","Zhang, Fenglin"
"676","Author","Zhao, Langcheng"
"677","Author","Juyi, Qiao"
"678","Author","Weidong, Wang"
"679","Author","Liu, Aixia"
"680","Author","Wang, Yurong"
"681","Author","Ishibashi, Yutaka"
"682","Author","Memos, Vasileios A."
"683","Author","Huang, Cong"
"684","Author","Huang, Ying"
"685","Author","Aslam, Sheraz"
"686","Author","Mohsin, Syed Muhammad"
"687","Author","Elakiya, E."
"688","Author","Manikandan, S."
"689","Author","Ding, Wenbo"
"690","Author","Lu, Chengyue"
"691","Author","Kapanigowda, Nithin Somehalli"
"692","Author","Vasanth, Shamanth"
"693","Author","Kientz, Julie A."
"694","Author","Thomaz, Edison"
"695","Author","Yang, Liu"
"696","Author","Yao, Tianling"
"697","Author","Bhagat, Rajkumar"
"698","Author","Joshi, Piyush"
"699","Author","Arshad, Sobia"
"700","Author","Huang, Lin"
"701","Author","Ren, Jing"
"702","Author","Jiang, Qiaojie"
"703","Author","Xie, Dongliang"
"704","Author","Chen, Feifei"
"705","Author","Chen, Liang"
"706","Author","Ke, Lishan"
"707","Author","Yan, Hongyang"
"708","Author","Li, Qiong"
"709","Author","Zhang, Liqiang"
"710","Author","Andejany, Murad"
"711","Author","Arul, Rajakumar"
"712","Author","Fung, Pak Lun"
"713","Author","Petäjä, Tuukka"
"714","Author","Li, Yuxi"
"715","Author","Zuo, Yue"
"716","Author","Chen, Liming"
"717","Author","Zhou, Wen"
"718","Author","Wang, Ge"
"719","Author","Zhao, Kun"
"720","Author","Agyekum, Kwame Agyeman-Prempeh"
"721","Author","Gyampomah, Christian Adumatta"
"722","Author","Chen, Deying"
"723","Author","Miao, Xiren"
"724","Author","Peng, Xiting"
"725","Author","Zhang, Chaofeng"
"726","Author","Kumar, E. Saravana"
"727","Author","Shafiq, Muhammad"
"728","Author","Constantinou, Soteris"
"729","Author","Zeinalipour-Yazti, Demetrios"
"730","Author","Li, Junbao"
"731","Author","Luo, Qing"
"732","Author","Gupta, Akshita"
"733","Author","Gupta, Sachin Kumar"
"734","Author","Peroulis, Dimitrios"
"735","Author","Seo, Dong-Hyun"
"736","Author","Bhunia, Swarup"
"737","Author","Zhang, Fengchao"
"738","Author","Ngai, Edith C. H."
"739","Author","Pegada, Naresh Kumar"
"740","Author","Rao, S. Govinda"
"741","Author","Nanjappan, Manikandan"
"742","Author","Premalatha, G."
"743","Author","Malik, Arun"
"744","Author","Andriopoulos, Nikos"
"745","Author","Goulas, Georgios"
"746","Author","Song, Jingru"
"747","Author","Yu, Yu"
"748","Author","Ma, Yuanyuan"
"749","Author","Wang, Yunfan"
"750","Author","Shen, Yuhao"
"751","Author","Xi, Wei"
"752","Author","Zeng, Yingpei"
"753","Author","Zheng, Qiuhua"
"754","Author","Ahmad, Haseeb"
"755","Author","Xu, Guoai"
"756","Author","Senthilvel, N."
"757","Author","Suseendhar, P."
"758","Author","Hafid, Abdelhakim Senhaji"
"759","Author","Wei, Jibo"
"760","Author","Qu, Yi"
"761","Author","Yang, Kun"
"762","Author","Li, Tuan"
"763","Author","Shi, Chuang"
"764","Author","Chen, Xingshu"
"765","Author","Wang, Yulong"
"766","Author","Chen, Chiung-An"
"767","Author","Li, Kuo-Chen"
"768","Author","Bagheri, Amir Behzad"
"769","Author","El-Refaei, Nesreen"
"770","Author","Ji, Xinyuan"
"771","Author","Zhao, Jizhong"
"772","Author","Tang, Jianheng"
"773","Author","Xie, Wenxuan"
"774","Author","Liu, Zhaowei"
"775","Author","Yang, Dong"
"776","Author","Tian, Liqin"
"777","Author","Tong, Yinghua"
"778","Author","Cheng, Xiuzhen"
"779","Author","Xiao, Yinhao"
"780","Author","Kim, Inwoong"
"781","Author","Patil, Ashish"
"782","Author","Adachi, Fumiyuki"
"783","Author","Wang, Cheng"
"784","Author","Fan, Pingyi"
"785","Author","Ni, Qiang"
"786","Author","Lu, Wenpeng"
"787","Author","Zhang, Xu"
"788","Author","Shen, Xiaoyuan"
"789","Author","Xie, Guoqi"
"790","Author","Chaurasiya, Vijay Kumar"
"791","Author","Mishra, Sourav"
"792","Author","Gupta, Saurabh"
"793","Author","Kannan, Deeba"
"794","Author","Busart, Carl"
"795","Author","Khan, Azim"
"796","Author","Cho, Seongkyung"
"797","Author","Mossberger, Karen"
"798","Author","Balazinska, Magdalena"
"799","Author","Rector, Kyle"
"800","Author","Ahmed, Fatima Rayan Awad"
"801","Author","Hasan, Mohammad Kamrul"
